100,200,300,400,500,600,700,800,900,1000
1097,622,1042,371,538,613,614,705,1092,826
1373,631,1083,385,473,539,671,741,849,918
1342,586,858,362,454,551,678,750,826,932
1343,1012,872,508,455,575,646,759,824,918
1795,953,1027,397,487,575,627,734,884,1079
1293,551,915,362,473,562,658,753,847,1153
1238,609,832,362,470,559,676,878,886,924
1248,547,864,384,480,539,628,746,857,938
1239,597,830,439,482,574,660,753,824,918
1291,727,836,362,485,602,628,747,841,895
1372,626,864,392,475,554,649,743,841,952
1215,607,850,364,452,585,664,716,832,1038
1278,594,929,363,475,561,639,737,827,928
1400,564,904,383,482,573,662,790,836,931
1274,685,941,364,451,565,660,739,954,966
1392,567,840,384,486,582,650,729,835,1035
1229,575,876,362,562,579,662,740,829,934
1320,600,861,363,452,539,664,738,836,927
1187,675,853,390,485,574,649,739,965,921
1312,585,837,429,476,550,627,743,839,919
1172,612,854,363,457,652,641,738,837,916
1288,568,840,389,580,540,671,747,844,913
1161,751,852,394,569,541,651,737,910,927
1156,588,835,469,488,603,647,729,843,918
1172,661,854,366,452,643,662,743,807,913
1296,558,846,382,507,685,646,853,823,920
1251,547,937,440,487,573,627,760,828,1037
1140,545,1045,364,461,676,662,747,847,918
1158,560,970,403,538,567,663,717,860,946
1129,793,894,364,578,544,643,740,841,918
1240,547,855,395,513,627,670,749,818,916
1173,565,838,367,455,609,808,773,958,1126
1137,548,837,479,475,552,662,756,838,976
1178,581,838,384,524,649,671,747,825,917
1201,569,843,364,532,609,696,763,808,894
1167,570,832,395,558,640,717,735,957,917
1121,565,833,393,452,539,666,722,827,927
1404,600,832,365,725,616,701,717,840,923
1325,546,953,382,566,615,657,794,910,915
1291,551,856,362,586,576,740,761,839,1036
1195,558,834,384,489,690,664,749,843,933
1435,598,844,363,513,591,629,745,816,917
1633,866,844,385,626,543,700,881,838,927
1302,564,876,391,628,843,692,742,869,935
1437,564,841,404,542,622,658,738,835,916
1546,548,825,385,542,626,778,718,838,918
1621,546,838,470,467,664,661,740,852,1032
1342,568,836,367,562,619,670,749,825,931
1677,569,835,386,481,609,753,783,831,919
1695,579,837,365,491,611,716,872,882,925
1423,563,922,406,504,642,660,715,960,919
1377,569,833,376,535,660,675,744,827,918
1402,568,813,364,454,710,756,722,841,917
1486,618,830,370,530,628,743,873,806,915
1351,569,836,447,463,575,720,753,834,904
1556,548,840,369,528,710,674,828,829,930
1277,616,836,380,521,585,670,775,924,930
1527,567,831,393,490,570,713,774,837,958
1693,565,840,390,527,579,670,760,806,929
1612,651,844,367,525,598,656,741,965,926
1257,580,829,369,593,769,640,755,823,895
1467,545,855,384,516,587,709,749,832,923
1685,560,833,385,514,623,698,754,1214,921
1298,585,1062,365,597,540,630,781,818,1072
1409,568,959,400,609,583,646,737,836,955
1490,635,1176,518,551,645,671,722,830,1031
1158,569,900,376,514,755,660,758,1111,925
1375,606,989,385,478,564,742,730,844,915
1542,607,849,405,463,552,627,771,839,914
1384,626,990,397,474,572,658,758,806,920
1475,689,881,366,576,592,684,718,857,932
1410,548,915,391,491,561,691,811,845,944
1460,625,840,384,473,542,645,738,824,1056
1413,671,830,425,575,541,627,740,832,920
1481,676,867,442,476,687,666,719,845,933
1469,637,1076,365,453,600,630,768,921,920
1533,553,911,362,472,560,659,736,818,961
1436,640,950,365,660,565,651,752,805,935
1340,644,883,377,563,597,701,774,826,924
1358,604,946,365,590,560,653,800,824,895
1527,633,848,380,470,556,702,716,824,1077
1336,744,935,381,451,668,639,736,836,913
1326,683,945,390,488,574,629,740,828,929
1637,665,914,392,480,572,630,753,950,931
1303,598,1019,421,465,559,657,728,853,916
1689,645,942,362,454,539,659,857,836,923
1319,698,1009,362,473,562,659,719,836,912
1618,658,890,372,600,579,627,753,994,1085
1207,549,861,441,492,572,716,793,866,926
1594,674,919,380,469,540,651,797,838,927
1542,695,989,362,483,561,627,753,877,1010
1262,637,940,389,525,651,631,732,849,914
1498,553,976,386,470,604,736,766,818,936
1327,679,839,363,455,566,678,737,897,923
1405,722,979,381,454,577,629,805,841,916
1465,684,995,364,471,601,646,731,920,927
1299,681,965,426,524,565,647,750,842,916
1436,700,938,518,559,559,699,743,805,918
1439,574,868,451,462,540,751,737,841,907
1195,682,1037,386,481,539,649,738,862,1028
1271,665,954,388,718,563,652,736,835,923
1569,645,907,388,497,539,676,913,846,930
1505,594,834,363,450,539,674,791,804,917
1441,834,948,378,484,551,668,737,836,920
1420,606,945,463,504,572,632,817,839,923
1352,679,947,398,496,555,670,754,818,937
1480,663,868,385,456,590,645,738,827,1051
1365,613,926,362,451,551,765,732,846,918
1412,625,891,390,511,573,650,775,857,917
1409,649,1018,363,497,598,631,752,887,911
1312,578,927,468,478,620,656,846,817,938
1399,622,882,363,454,577,654,716,922,932
1350,743,959,393,451,577,679,743,958,931
1210,678,857,373,594,577,653,755,804,918
1458,686,895,363,513,588,670,746,816,904
1714,655,911,396,468,539,665,737,838,920
1699,755,828,369,477,580,659,751,804,894
1608,562,965,363,450,539,661,714,888,1061
1278,564,1017,366,482,665,651,741,829,932
1454,585,904,365,547,586,685,894,827,915
1665,574,881,385,472,570,649,850,864,917
1274,579,1052,365,451,563,649,740,804,1001
1332,678,920,366,632,571,628,740,805,916
1537,694,845,388,506,545,668,860,906,929
1309,707,914,365,451,539,653,738,834,1060
1350,650,1007,385,473,594,665,749,824,921
1514,689,1196,584,533,618,636,788,848,929
1656,727,883,397,476,541,661,748,836,924
1499,676,861,388,463,539,692,852,836,927
1404,550,923,362,470,550,660,739,808,923
1358,663,1000,409,476,575,675,759,869,1069
1198,550,849,396,519,539,666,718,830,916
1560,602,934,382,477,540,740,747,904,923
1351,642,850,362,451,568,662,717,831,1052
1346,785,1083,363,475,597,649,731,851,916
1580,703,982,385,504,573,664,720,915,932
1472,690,943,383,475,540,648,738,828,1011
1489,605,1018,432,493,624,677,731,828,1046
1131,640,862,384,489,539,659,742,827,913
1367,723,911,363,491,555,648,763,922,925
1250,708,972,497,463,540,641,751,831,922
1597,725,935,388,502,583,628,760,805,1058
1372,771,883,364,471,565,712,741,839,931
1516,660,977,424,476,604,676,715,843,914
1455,575,1032,386,475,540,656,717,875,893
1507,658,943,365,504,562,646,750,847,1021
1207,606,819,367,527,554,683,775,826,917
1439,599,952,363,471,575,735,747,826,924
1239,687,994,441,550,604,628,741,826,915
1433,696,1033,388,472,566,630,728,840,1011
1324,636,862,460,454,566,652,746,812,917
